,Employee_ID,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7
2103,EID_22832,0,,4,1,Springfield,Quality,Conceptual,30.0,1,30,2,3,7.0,type3,1.0,1,-0.9612,0.7075,,4,8,4
2107,EID_24099,0,45.0,4,0,Franklin,Quality,Behavioral,9.0,1,48,0,3,9.0,type2,2.0,3,-0.1048,0.7075,2.0,3,9,3
2108,EID_19834,0,32.0,4,1,Springfield,Quality,Analytical,8.0,3,47,0,2,8.0,type3,2.0,4,0.7516,0.7075,1.0,4,7,4
2109,EID_13017,1,28.0,4,1,Franklin,Quality,Conceptual,4.0,4,63,1,4,7.0,type3,3.0,2,-0.1048,-0.4537,1.0,3,6,2
2113,EID_1983,1,55.0,4,0,Lebanon,Quality,Conceptual,29.0,1,61,0,5,7.0,type3,3.0,3,-0.9612,0.7075,2.0,3,8,4
2114,EID_13243,1,36.0,4,0,Lebanon,Quality,Behavioral,12.0,4,41,1,3,9.0,type2,3.0,5,-0.1048,-0.4537,2.0,2,7,1
2116,EID_4602,1,52.0,2,0,Springfield,Quality,Behavioral,24.0,4,66,2,4,8.0,type2,2.0,3,1.6081,0.7075,1.0,4,6,2
2117,EID_8435,1,62.0,3,1,Franklin,Quality,Analytical,28.0,3,53,1,2,7.0,type1,1.0,3,-0.9612,-0.4537,2.0,2,8,4
2118,EID_6346,1,53.0,3,1,Lebanon,Quality,Behavioral,15.0,3,71,1,4,7.0,type3,1.0,3,0.7516,-0.4537,2.0,2,9,3
2121,EID_5428,1,55.0,3,0,Lebanon,Quality,Conceptual,18.0,4,55,1,1,9.0,type3,1.0,3,1.6081,-0.4537,3.0,2,7,3
2129,EID_21588,1,32.0,3,0,Franklin,Quality,Behavioral,6.0,3,60,1,2,7.0,type2,1.0,3,1.6081,-0.4537,2.0,4,8,4
2133,EID_10878,1,42.0,4,0,Franklin,Quality,Behavioral,8.0,2,33,1,4,8.0,type2,2.0,3,0.7516,0.7075,2.0,3,6,4
2134,EID_23014,1,26.0,2,0,Lebanon,Quality,Analytical,2.0,2,29,0,4,8.0,type2,3.0,3,-1.8176,-0.4537,3.0,2,8,3
2137,EID_22525,0,30.0,3,0,Lebanon,Quality,Analytical,8.0,1,40,1,4,7.0,type4,1.0,3,0.7516,-1.615,3.0,2,8,3
2147,EID_12806,0,33.0,4,1,Franklin,Quality,Analytical,5.0,2,60,1,1,7.0,type2,3.0,4,0.7516,0.7075,2.0,3,7,5
2151,EID_7336,0,46.0,1,1,Lebanon,Quality,Analytical,15.0,2,55,2,3,7.0,type4,3.0,3,0.7516,-0.4537,2.0,2,9,3
2153,EID_14873,1,24.0,3,0,Lebanon,Quality,Analytical,5.0,3,20,1,2,8.0,type2,1.0,3,-0.1048,-0.4537,1.0,3,8,3
2154,EID_9136,1,42.0,3,0,Washington,Quality,Conceptual,3.0,3,34,0,4,7.0,type3,2.0,4,1.6081,0.7075,2.0,3,6,3
2155,EID_24612,1,45.0,3,0,Springfield,Quality,Conceptual,11.0,1,35,1,3,8.0,type3,4.0,3,0.7516,-0.4537,2.0,3,8,4
2157,EID_9921,0,37.0,4,0,Lebanon,Quality,Behavioral,14.0,3,40,1,3,8.0,type2,4.0,3,-0.1048,-0.4537,2.0,4,8,4
2162,EID_12425,1,30.0,3,1,Springfield,Quality,Analytical,8.0,1,72,0,3,8.0,type3,2.0,3,0.7516,0.7075,2.0,3,6,3
2163,EID_18695,0,22.0,3,1,Lebanon,Quality,Behavioral,3.0,3,30,2,3,10.0,type2,2.0,3,0.7516,0.7075,,2,7,3
2164,EID_24765,1,19.0,3,1,Franklin,Quality,Conceptual,0.0,0,39,0,4,8.0,type3,3.0,3,-1.8176,-0.4537,2.0,3,8,4
2167,EID_22215,0,60.0,2,0,Springfield,Quality,Analytical,36.0,1,30,1,5,9.0,type2,3.0,5,-1.8176,-0.4537,3.0,2,8,3
2169,EID_14552,1,25.0,3,0,Clinton,Quality,Conceptual,6.0,1,69,0,2,8.0,type3,2.0,5,0.7516,1.8688,2.0,3,7,3
2171,EID_10772,1,34.0,4,0,Washington,Quality,Behavioral,9.0,2,38,1,2,8.0,type3,3.0,3,0.7516,-0.4537,2.0,4,5,3
2176,EID_9435,0,38.0,4,0,Lebanon,Quality,Directive,10.0,1,66,2,1,8.0,type4,3.0,3,-0.9612,-0.4537,1.0,3,6,3
2180,EID_6588,1,48.0,3,1,Clinton,Quality,Analytical,18.0,2,28,1,4,8.0,type2,2.0,3,0.7516,-0.4537,3.0,2,7,3
2182,EID_17469,0,24.0,4,1,Springfield,Quality,Behavioral,5.0,4,42,2,1,8.0,type2,1.0,4,-1.8176,-0.4537,3.0,2,7,4
2184,EID_6562,1,53.0,1,0,Franklin,Quality,Directive,23.0,1,59,0,3,7.0,type3,3.0,3,,0.7075,2.0,4,5,4
2185,EID_17895,1,24.0,4,0,Springfield,Quality,Conceptual,5.0,1,73,1,4,7.0,type3,1.0,2,-0.1048,-1.615,2.0,2,8,4
2189,EID_23044,0,,4,1,Washington,Quality,Conceptual,13.0,4,47,2,3,7.0,type3,1.0,3,-0.9612,0.7075,,3,8,1
2191,EID_16121,0,23.0,3,1,Franklin,Quality,Conceptual,4.0,1,63,2,3,10.0,type3,1.0,4,-1.8176,-0.4537,,1,8,3
2198,EID_14070,1,29.0,4,0,Washington,R&D,Analytical,6.0,3,37,1,3,7.0,type3,2.0,3,,-0.4537,2.0,3,5,3
2201,EID_7000,1,43.0,3,1,Springfield,R&D,Analytical,8.0,4,21,1,2,8.0,type2,2.0,3,-0.1048,0.7075,2.0,3,6,5
2202,EID_7816,1,45.0,3,1,Clinton,R&D,Conceptual,17.0,2,41,1,1,8.0,type3,3.0,3,,-0.4537,2.0,2,5,3
2203,EID_16019,1,23.0,3,1,Springfield,R&D,Analytical,4.0,1,25,1,2,7.0,type2,3.0,3,0.7516,-0.4537,1.0,4,7,3
2204,EID_20626,0,37.0,1,1,Springfield,R&D,Conceptual,10.0,3,34,0,5,7.0,type2,1.0,2,1.6081,-0.4537,2.0,1,7,2
2207,EID_9866,0,41.0,3,0,Lebanon,R&D,Behavioral,16.0,1,21,2,4,7.0,type2,1.0,2,-0.1048,0.7075,2.0,2,8,4
2210,EID_18421,0,21.0,3,1,Lebanon,R&D,Analytical,2.0,2,21,1,3,10.0,type2,2.0,3,-0.9612,-0.4537,2.0,5,7,4
2213,EID_17810,0,21.0,3,1,Franklin,R&D,Directive,2.0,2,36,0,2,9.0,type3,4.0,2,1.6081,-0.4537,2.0,4,5,3
2216,EID_19800,0,52.0,4,0,Lebanon,R&D,Analytical,27.0,3,29,1,3,8.0,type2,4.0,5,-0.9612,1.8688,2.0,3,5,3
2222,EID_9929,1,41.0,4,0,Springfield,R&D,Behavioral,3.0,3,45,1,1,8.0,type2,4.0,2,-0.1048,-0.4537,1.0,2,7,4
2223,EID_15614,1,26.0,3,0,Franklin,R&D,Analytical,3.0,3,36,0,2,7.0,type4,2.0,3,0.7516,-0.4537,1.0,4,9,3
2227,EID_19550,1,47.0,5,0,Franklin,R&D,Analytical,21.0,1,73,1,4,8.0,type4,1.0,3,-0.1048,0.7075,3.0,3,9,2
2228,EID_20498,1,54.0,2,0,Franklin,R&D,Conceptual,27.0,4,31,0,3,8.0,type3,1.0,3,-0.1048,1.8688,2.0,4,5,3
2231,EID_17678,1,21.0,1,0,Franklin,R&D,Directive,2.0,1,24,1,2,8.0,type3,1.0,4,0.7516,1.8688,3.0,3,7,3
2234,EID_12061,1,40.0,1,0,Clinton,R&D,Behavioral,12.0,2,46,1,3,7.0,type4,4.0,3,-0.1048,-1.615,,3,8,3
2238,EID_1436,1,56.0,3,1,Clinton,R&D,Conceptual,29.0,3,68,0,2,9.0,type2,3.0,3,0.7516,0.7075,2.0,3,8,3
2239,EID_23228,1,42.0,1,1,Franklin,R&D,Directive,19.0,4,65,0,4,8.0,type3,5.0,3,-0.1048,0.7075,2.0,4,6,3
2241,EID_25048,0,60.0,5,0,Franklin,R&D,Behavioral,29.0,4,70,1,1,8.0,type2,3.0,3,0.7516,-0.4537,1.0,4,8,4
2242,EID_22512,0,26.0,3,1,Clinton,R&D,Analytical,4.0,3,23,1,3,8.0,type3,1.0,4,-0.1048,-0.4537,1.0,2,7,5
2246,EID_5907,0,45.0,2,1,Washington,R&D,Analytical,14.0,2,48,1,3,7.0,type0,2.0,3,0.7516,0.7075,2.0,1,8,3
2247,EID_7876,1,65.0,2,1,Lebanon,R&D,Conceptual,37.0,2,51,1,3,8.0,type3,2.0,4,0.7516,0.7075,1.0,3,7,3
2249,EID_13779,0,35.0,4,0,Clinton,R&D,Directive,7.0,2,31,0,2,7.0,type3,3.0,2,-0.1048,0.7075,2.0,4,6,1
2250,EID_15311,1,31.0,5,1,Lebanon,R&D,Conceptual,3.0,3,39,0,3,8.0,type0,4.0,4,0.7516,0.7075,2.0,2,7,4
2253,EID_4659,1,52.0,2,0,Washington,R&D,Directive,18.0,4,72,1,4,10.0,type3,3.0,3,1.6081,-0.4537,2.0,4,5,3
2255,EID_5525,1,55.0,3,0,Lebanon,R&D,Behavioral,31.0,4,58,1,2,9.0,type2,2.0,1,-0.1048,-0.4537,1.0,2,7,3
2257,EID_10126,0,36.0,3,1,Clinton,R&D,Conceptual,8.0,3,73,1,1,9.0,type3,1.0,3,0.7516,0.7075,2.0,2,9,2
2258,EID_4911,1,51.0,4,1,Clinton,R&D,Behavioral,18.0,3,48,1,1,8.0,type2,4.0,3,-0.9612,0.7075,2.0,2,5,3
2259,EID_3407,0,50.0,3,1,Franklin,R&D,Behavioral,26.0,1,50,2,3,8.0,type0,1.0,4,-1.8176,-0.4537,3.0,4,7,5
2260,EID_19517,1,42.0,5,1,Franklin,R&D,Behavioral,17.0,4,35,1,2,7.0,type2,2.0,3,-1.8176,-0.4537,2.0,3,8,3
2261,EID_25837,1,30.0,3,1,Springfield,R&D,Directive,6.0,4,47,1,3,9.0,type3,1.0,3,0.7516,0.7075,2.0,2,7,3
2262,EID_15824,1,24.0,2,0,Franklin,R&D,Directive,5.0,1,38,1,3,7.0,type2,1.0,3,,0.7075,,3,5,4
2263,EID_4296,0,48.0,4,1,Springfield,R&D,Behavioral,16.0,4,23,0,3,7.0,type2,1.0,3,-0.9612,-0.4537,2.0,2,9,2
2266,EID_23757,1,42.0,4,1,Springfield,R&D,Conceptual,14.0,4,47,1,3,9.0,type3,3.0,3,-0.1048,-0.4537,3.0,3,7,3
2268,EID_18299,0,21.0,5,1,Lebanon,R&D,Directive,2.0,2,33,0,4,9.0,type3,1.0,3,-1.8176,0.7075,2.0,2,8,5
2271,EID_7852,0,62.0,3,0,Franklin,R&D,Directive,38.0,3,45,0,5,10.0,type3,1.0,3,-0.1048,-0.4537,2.0,4,7,3
2272,EID_18706,0,19.0,4,1,Lebanon,R&D,Behavioral,0.0,0,68,2,3,7.0,type3,3.0,4,0.7516,0.7075,1.0,4,8,3
2274,EID_1847,1,59.0,4,1,Franklin,R&D,Behavioral,36.0,4,51,0,3,8.0,type2,1.0,3,-1.8176,-0.4537,1.0,1,7,4
2275,EID_12865,1,37.0,4,1,Franklin,R&D,Behavioral,13.0,1,72,0,4,7.0,type3,3.0,4,-0.9612,-0.4537,2.0,2,8,3
2281,EID_17499,1,24.0,3,0,Springfield,R&D,Directive,5.0,1,69,0,4,9.0,type3,3.0,3,-0.1048,-0.4537,2.0,3,7,4
2282,EID_23136,1,47.0,4,1,Lebanon,R&D,Directive,18.0,4,38,0,3,8.0,type2,3.0,3,-0.9612,0.7075,2.0,3,6,5
2283,EID_19495,0,35.0,4,1,Lebanon,R&D,Analytical,6.0,2,33,2,5,8.0,type3,1.0,3,-0.1048,-0.4537,2.0,2,8,1
2286,EID_13001,1,32.0,1,1,Lebanon,R&D,Conceptual,9.0,1,67,1,2,7.0,type1,1.0,3,0.7516,0.7075,3.0,2,5,3
2287,EID_24670,0,,5,0,Lebanon,R&D,Analytical,5.0,4,57,1,3,7.0,type2,2.0,4,-0.1048,-0.4537,2.0,2,8,3
2292,EID_6764,0,52.0,4,0,Franklin,R&D,Behavioral,26.0,4,20,1,3,7.0,type2,2.0,3,0.7516,0.7075,2.0,2,7,3
2295,EID_6668,0,52.0,4,1,Lebanon,R&D,Directive,25.0,4,46,1,1,7.0,type3,3.0,2,0.7516,0.7075,,2,8,4
2296,EID_13786,0,30.0,2,1,Springfield,R&D,Behavioral,8.0,3,55,1,4,7.0,type4,2.0,4,0.7516,-0.4537,2.0,3,7,3
2297,EID_17319,1,23.0,4,1,Washington,R&D,Analytical,4.0,4,56,0,1,7.0,type1,1.0,4,0.7516,-0.4537,,4,8,5
2303,EID_6418,0,53.0,3,1,Washington,R&D,Analytical,29.0,2,27,1,5,8.0,type3,4.0,3,-0.1048,0.7075,1.0,4,9,3
2304,EID_1901,1,59.0,3,1,Lebanon,R&D,Conceptual,25.0,1,53,1,2,8.0,type2,1.0,4,0.7516,-0.4537,2.0,2,8,5
2307,EID_17629,1,23.0,3,1,Franklin,R&D,Conceptual,4.0,2,62,2,3,8.0,type3,1.0,4,0.7516,-0.4537,2.0,4,8,5
2309,EID_23606,1,45.0,1,1,Franklin,R&D,Behavioral,12.0,4,46,1,2,9.0,type3,,2,-0.9612,0.7075,2.0,1,8,2
2314,EID_8106,0,40.0,3,0,Springfield,R&D,Conceptual,12.0,2,74,2,2,9.0,type2,2.0,2,-0.9612,0.7075,2.0,2,9,3
2316,EID_1477,0,,4,0,Lebanon,R&D,Conceptual,21.0,4,57,1,3,9.0,type4,4.0,3,-0.9612,-0.4537,2.0,3,6,4
2317,EID_7184,0,65.0,4,0,Lebanon,R&D,Conceptual,32.0,1,56,1,2,9.0,type3,2.0,2,0.7516,-0.4537,2.0,3,8,3
2320,EID_12520,1,33.0,4,1,Franklin,R&D,Analytical,8.0,1,39,1,1,8.0,type0,1.0,4,-1.8176,-0.4537,1.0,3,6,3
2321,EID_25044,1,31.0,3,1,Springfield,R&D,Behavioral,3.0,3,56,1,3,7.0,type2,4.0,3,-0.9612,0.7075,2.0,1,9,4
2322,EID_23242,1,22.0,2,1,Springfield,R&D,Directive,3.0,1,54,1,3,7.0,type3,1.0,3,-1.8176,-1.615,2.0,4,5,3
2326,EID_22697,0,25.0,3,0,Franklin,R&D,Analytical,6.0,3,29,1,1,8.0,type3,2.0,4,-1.8176,-0.4537,2.0,3,8,4
2327,EID_9605,0,41.0,4,0,Springfield,R&D,Directive,9.0,1,37,1,3,7.0,type3,3.0,3,-0.9612,0.7075,3.0,4,5,3
2329,EID_16435,0,28.0,4,0,Lebanon,R&D,Behavioral,4.0,2,57,0,4,10.0,type4,3.0,4,0.7516,0.7075,2.0,1,8,2
2333,EID_3862,1,53.0,4,1,Springfield,R&D,Behavioral,18.0,4,51,0,5,8.0,type3,1.0,4,,-0.4537,1.0,3,5,3
2334,EID_8525,1,43.0,2,1,Springfield,R&D,Directive,5.0,3,21,0,3,10.0,type2,1.0,4,1.6081,-0.4537,2.0,3,8,3
2335,EID_11791,1,41.0,3,0,Springfield,R&D,Behavioral,3.0,3,34,1,4,8.0,type2,2.0,4,0.7516,-0.4537,2.0,3,7,1
2336,EID_15117,1,28.0,2,0,Clinton,R&D,Analytical,4.0,4,51,1,4,8.0,type0,4.0,4,0.7516,-0.4537,3.0,2,8,5
2339,EID_23758,1,37.0,4,1,Lebanon,R&D,Analytical,9.0,2,39,0,3,9.0,type2,3.0,2,-0.1048,-0.4537,2.0,3,8,1
2346,EID_14401,0,30.0,4,1,Franklin,R&D,Conceptual,7.0,2,60,1,2,9.0,type0,1.0,4,-0.1048,-0.4537,2.0,4,7,4
2350,EID_12024,1,31.0,4,0,Clinton,R&D,Analytical,9.0,3,72,1,1,8.0,type2,1.0,3,-0.1048,-0.4537,2.0,2,6,3
2351,EID_18079,1,22.0,2,0,Franklin,R&D,Analytical,3.0,1,60,1,1,8.0,type0,5.0,4,-0.1048,-0.4537,2.0,3,9,5
2352,EID_7325,1,42.0,5,1,Lebanon,R&D,Conceptual,8.0,2,48,1,3,10.0,type2,3.0,3,-0.9612,-0.4537,2.0,3,8,5
2353,EID_6335,0,63.0,4,0,Franklin,R&D,Conceptual,41.0,3,34,1,1,8.0,type3,4.0,3,0.7516,-0.4537,2.0,1,8,3
2354,EID_6238,1,53.0,4,1,Springfield,R&D,Behavioral,14.0,2,44,0,1,8.0,type2,1.0,3,0.7516,-0.4537,2.0,3,8,3
2361,EID_17187,0,21.0,3,1,Springfield,R&D,Conceptual,2.0,2,39,2,5,7.0,type2,4.0,3,-0.9612,-0.4537,2.0,2,8,3
2365,EID_19060,0,19.0,2,0,Franklin,R&D,Analytical,0.0,0,60,1,5,7.0,type2,1.0,3,-1.8176,-0.4537,3.0,1,7,3
2366,EID_12498,1,39.0,4,0,Clinton,R&D,Behavioral,13.0,4,24,0,3,9.0,type2,4.0,3,-1.8176,-0.4537,2.0,2,8,3
2368,EID_2503,1,57.0,4,1,Franklin,R&D,Directive,32.0,1,20,0,1,9.0,type3,4.0,3,-0.1048,-0.4537,2.0,2,5,3
2370,EID_10381,0,44.0,5,0,Springfield,R&D,Behavioral,8.0,2,60,1,3,9.0,type0,3.0,4,-0.1048,-0.4537,2.0,1,7,4
2372,EID_13302,0,27.0,3,1,Springfield,R&D,Conceptual,5.0,3,23,1,1,10.0,type3,1.0,3,,1.8688,2.0,4,5,4
2376,EID_3352,0,55.0,4,1,Franklin,R&D,Directive,29.0,2,20,0,5,9.0,type2,3.0,3,-0.1048,1.8688,2.0,4,5,3
2378,EID_23226,1,60.0,3,0,Lebanon,R&D,Behavioral,31.0,4,36,1,2,8.0,type2,3.0,3,-0.1048,-1.615,3.0,1,6,3
2380,EID_5820,1,62.0,3,0,Washington,R&D,Conceptual,26.0,1,66,1,2,8.0,type2,2.0,3,0.7516,0.7075,2.0,3,8,3
2381,EID_2416,0,57.0,3,1,Lebanon,R&D,Conceptual,35.0,2,69,2,2,7.0,type3,3.0,3,0.7516,-0.4537,2.0,3,7,3
2382,EID_14927,1,32.0,3,1,Lebanon,R&D,Analytical,3.0,2,63,0,3,9.0,type3,1.0,2,0.7516,1.8688,1.0,3,7,3
2383,EID_15161,1,,2,1,Clinton,R&D,Directive,5.0,1,61,0,5,8.0,type2,2.0,5,-0.1048,-0.4537,2.0,2,7,3
2384,EID_2166,1,58.0,4,0,Clinton,R&D,Directive,32.0,2,29,0,5,10.0,type2,4.0,3,-0.1048,-0.4537,1.0,4,7,3
2385,EID_1515,0,,1,1,Washington,R&D,Directive,38.0,4,68,1,4,8.0,type2,2.0,3,,1.8688,1.0,2,7,5
2387,EID_19882,0,54.0,2,1,Springfield,R&D,Behavioral,26.0,3,22,2,3,8.0,type2,1.0,3,-0.1048,-0.4537,2.0,3,8,4
2392,EID_6913,0,43.0,3,0,Springfield,R&D,Behavioral,9.0,2,31,1,1,8.0,type2,2.0,4,-0.1048,0.7075,2.0,3,8,5
2394,EID_2164,1,54.0,2,1,Lebanon,R&D,Behavioral,28.0,3,33,2,5,8.0,type3,3.0,3,,-1.615,2.0,1,8,4
2395,EID_8023,0,60.0,3,1,Lebanon,R&D,Behavioral,22.0,4,72,1,2,8.0,type2,4.0,5,-0.9612,-0.4537,1.0,3,5,3
2396,EID_22535,1,,4,1,Springfield,R&D,Directive,7.0,4,35,0,3,8.0,type2,1.0,3,0.7516,0.7075,1.0,3,6,3
2397,EID_24647,0,30.0,4,0,Lebanon,R&D,Behavioral,8.0,3,31,2,2,7.0,type3,3.0,4,-0.1048,-0.4537,2.0,3,9,3
2398,EID_3143,1,60.0,5,1,Lebanon,R&D,Behavioral,21.0,3,20,1,2,8.0,type2,1.0,3,0.7516,0.7075,2.0,3,5,3
2399,EID_12153,0,31.0,1,0,Lebanon,R&D,Directive,2.0,2,55,1,3,8.0,type3,2.0,3,,1.8688,1.0,4,8,4
2400,EID_1275,1,60.0,1,1,Springfield,R&D,Behavioral,30.0,1,53,1,2,7.0,type2,1.0,3,0.7516,-0.4537,2.0,3,9,3
2403,EID_7683,0,45.0,4,1,Washington,R&D,Conceptual,18.0,3,26,1,3,8.0,type3,4.0,3,0.7516,0.7075,3.0,3,7,3
2404,EID_17577,1,25.0,1,0,Lebanon,R&D,Analytical,6.0,3,54,1,2,9.0,type2,1.0,3,-0.1048,0.7075,1.0,3,8,3
2405,EID_9565,1,46.0,5,0,Lebanon,R&D,Analytical,17.0,1,25,1,2,9.0,type2,1.0,3,-0.9612,-0.4537,1.0,3,8,5
2407,EID_12044,1,35.0,3,0,Lebanon,R&D,Behavioral,9.0,4,74,0,4,8.0,type2,3.0,2,0.7516,-0.4537,3.0,2,6,3
2408,EID_24073,1,30.0,4,0,Franklin,R&D,Behavioral,7.0,2,73,0,3,8.0,type2,1.0,3,-1.8176,-0.4537,,1,5,3
2409,EID_24865,1,22.0,5,1,Washington,R&D,Behavioral,3.0,2,35,1,4,9.0,type3,2.0,3,1.6081,-0.4537,1.0,2,7,4
2412,EID_1654,1,61.0,3,1,Springfield,R&D,Directive,34.0,4,58,1,3,7.0,type2,2.0,3,-1.8176,-0.4537,1.0,2,6,4
2413,EID_4509,1,64.0,3,0,Clinton,R&D,Behavioral,36.0,4,32,1,2,7.0,type3,4.0,3,0.7516,1.8688,3.0,2,6,2
2419,EID_13592,0,36.0,4,1,Washington,R&D,Behavioral,9.0,4,52,1,5,9.0,type2,4.0,4,-0.9612,0.7075,1.0,4,6,2
2420,EID_14544,1,33.0,3,0,Washington,R&D,Analytical,10.0,3,47,0,3,7.0,type2,1.0,4,-0.1048,0.7075,2.0,3,9,3
2424,EID_6196,1,54.0,1,1,Franklin,R&D,Analytical,30.0,3,23,1,3,8.0,type3,4.0,3,0.7516,-0.4537,2.0,2,7,3
2425,EID_18058,0,22.0,2,1,Lebanon,R&D,Directive,3.0,3,72,0,3,7.0,type1,3.0,3,0.7516,-0.4537,2.0,3,7,3
2427,EID_11694,0,41.0,4,1,Lebanon,R&D,Conceptual,18.0,1,56,2,2,8.0,type2,1.0,2,1.6081,0.7075,1.0,2,7,4
2429,EID_17157,0,21.0,3,1,Washington,R&D,Conceptual,2.0,2,38,2,2,7.0,type2,3.0,3,-1.8176,0.7075,2.0,3,7,4
2434,EID_1572,1,60.0,4,1,Franklin,R&D,Behavioral,28.0,2,22,0,4,7.0,type3,4.0,5,-0.9612,-0.4537,,3,8,2
2435,EID_6026,1,49.0,3,0,Washington,R&D,Conceptual,25.0,4,72,1,3,7.0,type4,4.0,2,-1.8176,0.7075,3.0,4,6,2
2436,EID_6702,1,47.0,3,1,Clinton,R&D,Conceptual,25.0,2,72,2,3,10.0,type0,1.0,3,-0.1048,0.7075,2.0,3,6,1
2445,EID_25426,0,45.0,3,0,Clinton,R&D,Behavioral,17.0,2,38,2,2,9.0,type2,4.0,3,0.7516,0.7075,,3,6,4
2446,EID_15870,1,30.0,4,1,Clinton,R&D,Analytical,7.0,1,36,1,3,7.0,type3,2.0,2,0.7516,-1.615,,3,8,2
2448,EID_1937,1,59.0,3,1,Lebanon,R&D,Directive,35.0,2,38,0,1,7.0,type2,2.0,3,0.7516,0.7075,2.0,3,9,4
2449,EID_21475,1,30.0,3,1,Springfield,R&D,Behavioral,7.0,2,54,0,2,7.0,type2,3.0,5,-0.1048,-0.4537,1.0,1,7,3
2451,EID_16805,1,24.0,3,1,Washington,R&D,Behavioral,5.0,3,41,1,4,8.0,type2,3.0,3,0.7516,-0.4537,2.0,2,9,4
2452,EID_3427,0,54.0,4,0,Washington,R&D,Conceptual,16.0,4,57,1,4,9.0,type4,2.0,3,-0.1048,1.8688,1.0,2,8,1
2453,EID_7201,0,42.0,3,1,Franklin,R&D,Directive,8.0,1,40,0,5,8.0,type3,3.0,3,-0.1048,0.7075,3.0,1,7,5
2457,EID_25292,0,35.0,4,1,Washington,R&D,Analytical,7.0,4,27,1,3,9.0,type3,3.0,4,-0.9612,-0.4537,2.0,1,5,3
2458,EID_13010,0,32.0,3,1,Franklin,R&D,Directive,9.0,4,20,0,2,8.0,type2,1.0,3,-1.8176,0.7075,1.0,2,6,3
2462,EID_10282,0,36.0,3,1,Springfield,R&D,Behavioral,11.0,4,51,1,1,7.0,type2,2.0,1,-0.9612,-0.4537,2.0,2,8,3
2464,EID_15787,1,23.0,3,1,Lebanon,R&D,Directive,4.0,3,67,2,3,8.0,type2,2.0,3,1.6081,-0.4537,2.0,2,8,3
2465,EID_13137,1,28.0,3,1,Springfield,R&D,Behavioral,6.0,1,73,1,3,9.0,type2,2.0,4,0.7516,-0.4537,2.0,2,7,3
2470,EID_25686,1,42.0,4,1,Franklin,R&D,Behavioral,18.0,1,36,1,3,10.0,type2,4.0,4,0.7516,-0.4537,,2,8,2
2475,EID_19076,1,21.0,4,1,Springfield,R&D,Directive,2.0,2,70,1,3,8.0,type2,4.0,3,0.7516,-0.4537,2.0,5,7,5
2476,EID_7963,0,60.0,3,1,Franklin,R&D,Conceptual,22.0,1,74,0,3,9.0,type2,2.0,3,-0.1048,-1.615,2.0,1,8,2
2477,EID_2181,1,58.0,5,1,Franklin,R&D,Analytical,31.0,1,42,2,4,8.0,type3,2.0,3,-0.1048,0.7075,2.0,3,7,3
2479,EID_14429,0,25.0,4,1,Springfield,R&D,Analytical,6.0,1,52,1,3,10.0,type2,3.0,4,-0.9612,1.8688,2.0,2,7,1
2482,EID_21723,0,25.0,2,1,Lebanon,R&D,Conceptual,6.0,4,20,0,1,7.0,type2,3.0,3,-1.8176,-0.4537,2.0,3,7,4
2484,EID_21264,0,60.0,4,1,Springfield,R&D,Directive,33.0,4,33,2,3,8.0,type2,4.0,3,,-0.4537,2.0,2,8,4
2487,EID_3538,0,54.0,3,0,Lebanon,R&D,Directive,,2,21,1,5,9.0,type2,3.0,2,,-0.4537,1.0,4,5,4
2489,EID_14750,1,25.0,4,1,Clinton,R&D,Conceptual,6.0,3,62,0,1,9.0,type3,2.0,3,1.6081,-1.615,1.0,3,8,4
2490,EID_4076,1,64.0,1,0,Lebanon,R&D,Analytical,28.0,2,46,1,3,8.0,type2,3.0,3,0.7516,0.7075,2.0,3,8,3
2491,EID_13182,0,28.0,3,0,Washington,R&D,Analytical,,4,29,1,2,8.0,type4,1.0,3,,-0.4537,2.0,4,7,3
2493,EID_25919,1,42.0,4,1,Clinton,R&D,Behavioral,3.0,2,43,0,3,8.0,type4,1.0,4,-0.9612,-0.4537,2.0,5,8,4
2496,EID_22902,1,35.0,3,0,Franklin,R&D,Directive,13.0,2,40,0,3,9.0,type4,4.0,3,0.7516,1.8688,2.0,1,8,3
2499,EID_19446,1,25.0,3,1,Franklin,R&D,Conceptual,6.0,2,59,0,5,9.0,type3,1.0,3,0.7516,-0.4537,2.0,3,6,4
2500,EID_12441,1,39.0,3,0,Franklin,R&D,Directive,11.0,2,66,1,3,7.0,type3,4.0,3,-0.9612,0.7075,,3,7,4
2501,EID_1668,0,56.0,5,1,Washington,R&D,Conceptual,19.0,1,44,2,4,7.0,type2,1.0,3,,-1.615,,2,7,3
2504,EID_22203,0,52.0,3,1,Springfield,Sales,Directive,21.0,3,25,0,1,8.0,type3,1.0,4,-0.1048,0.7075,2.0,1,9,3
2505,EID_7693,1,41.0,2,1,Springfield,Sales,Conceptual,4.0,4,35,1,4,8.0,type2,1.0,3,-0.1048,1.8688,2.0,2,7,5
2507,EID_17730,0,25.0,3,1,Franklin,Sales,Analytical,6.0,1,28,1,3,8.0,type2,1.0,4,0.7516,-0.4537,,4,8,5
