,Employee_ID,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7
2058,EID_23671,1,52.0,3,1,Springfield,IT,Conceptual,14.0,2,64,1,2,8.0,type3,4.0,3,-0.1048,-0.4537,3.0,2,6,4
2061,EID_17577,1,25.0,1,0,Lebanon,R&D,Analytical,6.0,3,54,1,2,9.0,type2,1.0,3,-0.1048,0.7075,1.0,3,8,3
2063,EID_9565,1,46.0,5,0,Lebanon,R&D,Analytical,17.0,1,25,1,2,9.0,type2,1.0,3,-0.9612,-0.4537,1.0,3,8,5
2064,EID_13401,0,27.0,3,1,Washington,IT,Behavioral,3.0,3,22,2,3,8.0,type3,3.0,4,-1.8176,-0.4537,1.0,3,8,3
2068,EID_24765,1,19.0,3,1,Franklin,Quality,Conceptual,0.0,0,39,0,4,8.0,type3,3.0,3,-1.8176,-0.4537,2.0,3,8,4
2072,EID_19867,1,19.0,4,0,Washington,Sales,Behavioral,0.0,0,74,0,3,8.0,type2,1.0,2,-0.1048,0.7075,,2,7,3
2074,EID_22617,1,60.0,3,1,Lebanon,IT,Conceptual,21.0,3,58,0,3,8.0,type3,4.0,3,1.6081,-0.4537,2.0,3,9,3
2075,EID_23590,1,60.0,3,1,Springfield,IT,Directive,35.0,4,48,1,1,8.0,type2,1.0,2,-1.8176,-0.4537,2.0,2,6,2
2076,EID_11131,0,37.0,4,1,Franklin,IT,Behavioral,14.0,3,57,0,2,9.0,type2,4.0,3,,-0.4537,2.0,4,5,3
2077,EID_1623,0,56.0,4,0,Lebanon,Logistics,Behavioral,24.0,3,64,1,2,9.0,type2,1.0,2,0.7516,0.7075,2.0,3,7,3
2078,EID_25390,0,54.0,3,0,Springfield,Human Resource Management,Analytical,25.0,4,29,0,5,8.0,type3,2.0,3,0.7516,-1.615,2.0,4,8,3
2083,EID_18290,1,21.0,4,0,Washington,Human Resource Management,Analytical,2.0,2,60,1,1,8.0,type2,1.0,1,0.7516,1.8688,,2,8,3
2084,EID_17889,0,24.0,4,1,Franklin,IT,Analytical,5.0,1,28,0,5,10.0,type2,3.0,3,-0.1048,-0.4537,2.0,2,8,3
2086,EID_12044,1,35.0,3,0,Lebanon,R&D,Behavioral,9.0,4,74,0,4,8.0,type2,3.0,2,0.7516,-0.4537,3.0,2,6,3
2087,EID_8205,0,59.0,4,1,Springfield,IT,Behavioral,20.0,1,34,0,3,8.0,type2,2.0,2,0.7516,-0.4537,2.0,4,9,4
2088,EID_22950,1,26.0,3,0,Clinton,Sales,Conceptual,2.0,2,21,1,3,8.0,type3,3.0,3,0.7516,0.7075,2.0,2,5,3
2090,EID_24073,1,30.0,4,0,Franklin,R&D,Behavioral,7.0,2,73,0,3,8.0,type2,1.0,3,-1.8176,-0.4537,,1,5,3
2091,EID_4946,0,56.0,4,1,Springfield,Logistics,Directive,33.0,4,65,1,3,8.0,type1,2.0,3,,0.7075,1.0,2,6,3
2094,EID_23220,0,19.0,4,1,Franklin,Operarions,Behavioral,0.0,0,28,0,3,8.0,type1,4.0,4,,-0.4537,2.0,3,8,3
2096,EID_20216,1,47.0,3,1,Springfield,Security,Conceptual,15.0,1,35,1,2,10.0,type3,1.0,3,1.6081,-1.615,3.0,2,7,3
2097,EID_24865,1,22.0,5,1,Washington,R&D,Behavioral,3.0,2,35,1,4,9.0,type3,2.0,3,1.6081,-0.4537,1.0,2,7,4
2098,EID_11009,0,43.0,4,0,Washington,Purchasing,Behavioral,18.0,3,24,0,1,7.0,type2,3.0,3,0.7516,-0.4537,2.0,3,8,3
2103,EID_21841,0,28.0,5,1,Franklin,Sales,Directive,5.0,3,54,1,3,8.0,type2,2.0,3,0.7516,0.7075,2.0,3,7,2
2107,EID_23822,1,60.0,4,0,Springfield,Logistics,Directive,37.0,4,29,1,3,8.0,type3,2.0,4,0.7516,-0.4537,2.0,3,7,5
2112,EID_4000,1,,4,0,Lebanon,IT,Directive,30.0,1,32,1,2,8.0,type3,2.0,1,-0.9612,-0.4537,2.0,4,9,3
2113,EID_2951,1,61.0,4,0,Lebanon,Sales,Conceptual,36.0,4,51,2,4,7.0,type3,1.0,3,0.7516,0.7075,2.0,3,8,5
2115,EID_6998,0,52.0,4,1,Springfield,IT,Directive,19.0,4,51,1,3,7.0,type2,2.0,4,-0.1048,-0.4537,2.0,3,8,4
2116,EID_21972,0,25.0,5,1,Lebanon,Sales,Directive,6.0,1,66,1,3,10.0,type2,1.0,3,-1.8176,0.7075,2.0,2,8,2
2117,EID_3582,0,65.0,4,0,Washington,IT,Behavioral,33.0,1,28,1,3,8.0,type3,3.0,3,-0.1048,1.8688,2.0,3,8,2
2119,EID_12381,1,39.0,1,1,Springfield,Production,Behavioral,12.0,2,70,2,5,9.0,type2,3.0,3,1.6081,-0.4537,2.0,2,7,3
2121,EID_12239,0,39.0,4,1,Springfield,Sales,Directive,14.0,2,60,0,5,7.0,type2,1.0,3,-0.1048,-0.4537,2.0,2,8,2
2122,EID_3987,1,58.0,5,0,Lebanon,IT,Directive,30.0,4,28,1,5,8.0,type2,3.0,2,1.6081,-0.4537,2.0,2,9,2
2124,EID_1654,1,61.0,3,1,Springfield,R&D,Directive,34.0,4,58,1,3,7.0,type2,2.0,3,-1.8176,-0.4537,1.0,2,6,4
2126,EID_22736,0,35.0,5,1,Clinton,Sales,Conceptual,9.0,2,42,1,5,8.0,type2,1.0,4,0.7516,0.7075,2.0,3,7,2
2128,EID_9495,0,38.0,3,0,Lebanon,IT,Analytical,9.0,4,29,1,4,8.0,type3,3.0,3,-0.9612,1.8688,,2,8,3
2131,EID_4509,1,64.0,3,0,Clinton,R&D,Behavioral,36.0,4,32,1,2,7.0,type3,4.0,3,0.7516,1.8688,3.0,2,6,2
2133,EID_9494,1,42.0,3,1,Franklin,Operarions,Directive,15.0,1,70,1,2,9.0,type2,3.0,3,-0.9612,1.8688,2.0,4,8,3
2136,EID_25277,0,30.0,4,1,Washington,Logistics,Directive,8.0,3,70,1,3,10.0,type2,2.0,3,,0.7075,3.0,3,9,3
2142,EID_4745,0,57.0,2,0,Lebanon,IT,Conceptual,25.0,4,64,1,3,7.0,type3,4.0,3,-1.8176,0.7075,,5,5,2
2143,EID_6762,0,63.0,3,0,Lebanon,Sales,Conceptual,38.0,4,28,2,2,9.0,type2,1.0,2,-0.1048,-0.4537,1.0,2,8,4
2144,EID_2682,1,53.0,2,1,Washington,IT,Conceptual,22.0,3,34,0,4,8.0,type2,3.0,3,0.7516,-1.615,2.0,2,6,3
2147,EID_1242,0,60.0,3,1,Lebanon,IT,Directive,29.0,2,53,2,1,7.0,type1,1.0,3,-0.1048,0.7075,2.0,2,8,3
2148,EID_10336,1,40.0,2,0,Washington,IT,Conceptual,16.0,1,59,0,1,9.0,type3,3.0,3,-0.9612,0.7075,2.0,4,8,3
2154,EID_21720,1,22.0,3,1,Springfield,IT,Directive,3.0,3,22,0,4,10.0,type3,4.0,3,0.7516,-0.4537,2.0,2,5,3
2157,EID_9610,0,46.0,4,1,Clinton,Human Resource Management,Analytical,10.0,2,36,0,3,7.0,type2,4.0,3,-0.1048,-0.4537,1.0,3,7,3
2160,EID_10598,1,39.0,3,0,Washington,Sales,Analytical,11.0,3,41,1,2,7.0,type3,3.0,2,1.6081,-0.4537,,2,7,3
2162,EID_16129,0,26.0,3,1,Washington,Accounting and Finance,Conceptual,2.0,2,26,1,3,10.0,type4,1.0,4,-0.1048,-0.4537,2.0,3,8,3
2163,EID_15572,1,26.0,4,1,Washington,Operarions,Analytical,2.0,2,57,0,4,8.0,type2,3.0,3,0.7516,-0.4537,2.0,2,7,3
2164,EID_21059,1,30.0,3,1,Washington,Sales,Behavioral,7.0,2,25,0,3,8.0,type2,2.0,4,-0.9612,-0.4537,1.0,2,7,3
2167,EID_6911,0,52.0,2,1,Franklin,Logistics,Directive,19.0,4,21,1,4,9.0,type3,4.0,3,,0.7075,2.0,4,5,2
2168,EID_17591,1,21.0,4,1,Washington,Logistics,Analytical,2.0,2,43,0,2,9.0,type2,1.0,3,0.7516,-0.4537,2.0,4,7,3
2172,EID_23199,1,28.0,3,0,Washington,Operarions,Analytical,4.0,3,23,1,1,8.0,type3,3.0,3,-0.1048,0.7075,2.0,4,8,3
2175,EID_22215,0,60.0,2,0,Springfield,Quality,Analytical,36.0,1,30,1,5,9.0,type2,3.0,5,-1.8176,-0.4537,3.0,2,8,3
2176,EID_14623,0,33.0,2,0,Franklin,Logistics,Directive,5.0,3,50,2,5,8.0,type2,2.0,3,0.7516,1.8688,,3,8,3
2177,EID_7884,0,,3,1,Clinton,Logistics,Analytical,7.0,3,32,0,1,10.0,type3,3.0,3,-1.8176,0.7075,2.0,4,9,3
2178,EID_3197,1,60.0,4,0,Lebanon,IT,Behavioral,36.0,3,21,0,2,8.0,type3,3.0,3,-0.1048,-0.4537,,3,8,3
2179,EID_11291,0,37.0,5,1,Lebanon,Security,Conceptual,14.0,4,23,1,4,8.0,type3,2.0,1,0.7516,0.7075,1.0,3,8,3
2181,EID_12585,0,38.0,3,1,Lebanon,Logistics,Directive,10.0,2,23,1,3,8.0,type2,2.0,4,-0.1048,0.7075,1.0,2,8,4
2182,EID_13592,0,36.0,4,1,Washington,R&D,Behavioral,9.0,4,52,1,5,9.0,type2,4.0,4,-0.9612,0.7075,1.0,4,6,2
2183,EID_11264,1,,2,0,Springfield,Logistics,Directive,12.0,4,22,1,4,9.0,type3,3.0,3,0.7516,1.8688,2.0,3,8,3
2184,EID_6997,1,43.0,5,0,Lebanon,Sales,Directive,20.0,1,69,0,2,7.0,type2,1.0,4,-1.8176,0.7075,2.0,3,8,3
2185,EID_2327,0,54.0,4,1,Washington,Operarions,Conceptual,20.0,2,29,2,5,7.0,type3,3.0,4,0.7516,0.7075,2.0,2,5,4
2187,EID_14544,1,33.0,3,0,Washington,R&D,Analytical,10.0,3,47,0,3,7.0,type2,1.0,4,-0.1048,0.7075,2.0,3,9,3
2188,EID_13055,1,32.0,3,1,Springfield,Human Resource Management,Conceptual,3.0,3,36,0,3,8.0,type4,3.0,3,,0.7075,1.0,3,6,3
2192,EID_14283,0,29.0,3,0,Springfield,Logistics,Directive,6.0,2,64,0,3,9.0,type2,3.0,4,0.7516,-1.615,2.0,3,8,2
2194,EID_5194,0,51.0,4,1,Lebanon,Operarions,Directive,19.0,2,63,1,5,9.0,type2,4.0,3,-0.1048,-0.4537,2.0,2,6,3
2197,EID_10033,1,37.0,1,0,Washington,Marketing,Directive,11.0,4,53,1,2,7.0,type3,1.0,3,-0.1048,0.7075,1.0,2,8,1
2198,EID_13281,1,27.0,4,1,Lebanon,Sales,Behavioral,4.0,2,73,0,4,7.0,type2,2.0,3,-0.1048,-0.4537,2.0,3,8,3
2202,EID_5819,1,49.0,2,0,Springfield,IT,Analytical,10.0,1,27,1,3,9.0,type2,3.0,3,-0.1048,-0.4537,2.0,4,8,5
2205,EID_8888,1,,3,0,Franklin,Sales,Directive,15.0,3,48,2,4,8.0,type2,3.0,2,,-0.4537,1.0,2,7,4
2206,EID_14552,1,25.0,3,0,Clinton,Quality,Conceptual,6.0,1,69,0,2,8.0,type3,2.0,5,0.7516,1.8688,2.0,3,7,3
2207,EID_15342,1,27.0,4,0,Springfield,Purchasing,Conceptual,4.0,4,67,0,3,9.0,type3,3.0,4,,0.7075,2.0,2,7,3
2210,EID_5479,0,,3,0,Lebanon,Logistics,Conceptual,22.0,2,49,2,3,9.0,type2,4.0,2,-0.1048,-0.4537,3.0,2,6,4
2213,EID_6196,1,54.0,1,1,Franklin,R&D,Analytical,30.0,3,23,1,3,8.0,type3,4.0,3,0.7516,-0.4537,2.0,2,7,3
2216,EID_18119,1,21.0,4,0,Lebanon,Operarions,Conceptual,2.0,1,34,1,2,8.0,type2,2.0,2,1.6081,1.8688,,2,8,4
2217,EID_18058,0,22.0,2,1,Lebanon,R&D,Directive,3.0,3,72,0,3,7.0,type1,3.0,3,0.7516,-0.4537,2.0,3,7,3
2221,EID_16265,1,23.0,3,1,Lebanon,Purchasing,Behavioral,4.0,1,26,1,3,7.0,type2,1.0,5,0.7516,-0.4537,2.0,3,7,3
2222,EID_25976,1,22.0,4,1,Springfield,Human Resource Management,Analytical,3.0,2,23,1,3,7.0,type2,1.0,3,1.6081,-0.4537,1.0,4,6,4
2223,EID_3872,1,,3,1,Springfield,Marketing,Analytical,16.0,1,60,0,5,8.0,type1,2.0,4,,-0.4537,2.0,5,7,3
2225,EID_11745,1,,4,0,Franklin,Sales,Directive,10.0,2,34,1,1,8.0,type3,1.0,1,0.7516,-0.4537,2.0,3,8,4
2226,EID_9556,1,60.0,4,1,Washington,Accounting and Finance,Conceptual,31.0,4,26,1,1,8.0,type2,3.0,2,,1.8688,2.0,4,7,3
2229,EID_16237,1,23.0,3,0,Franklin,IT,Behavioral,4.0,4,65,1,3,7.0,type3,2.0,2,-1.8176,-0.4537,2.0,3,6,3
2230,EID_11694,0,41.0,4,1,Lebanon,R&D,Conceptual,18.0,1,56,2,2,8.0,type2,1.0,2,1.6081,0.7075,1.0,2,7,4
2231,EID_12824,0,33.0,3,1,Clinton,IT,Behavioral,4.0,1,24,1,3,8.0,type2,4.0,3,0.7516,-0.4537,3.0,3,7,3
2232,EID_12797,1,33.0,4,1,Clinton,Purchasing,Analytical,7.0,3,30,1,1,8.0,type4,3.0,3,-0.9612,0.7075,2.0,3,6,3
2235,EID_22844,0,45.0,3,1,Franklin,Production,Analytical,9.0,1,57,0,4,9.0,type2,3.0,3,-0.1048,0.7075,2.0,3,7,4
2236,EID_22281,1,52.0,3,0,Lebanon,Sales,Behavioral,26.0,1,34,0,5,8.0,type3,1.0,2,0.7516,-0.4537,2.0,3,8,2
2237,EID_9535,1,65.0,5,0,Springfield,Sales,Directive,42.0,3,62,1,5,7.0,type2,3.0,1,0.7516,0.7075,3.0,3,8,4
2238,EID_1642,1,60.0,2,1,Washington,Production,Directive,23.0,1,73,1,2,9.0,type2,4.0,3,0.7516,0.7075,1.0,4,8,4
2242,EID_12199,0,30.0,1,1,Franklin,Logistics,Behavioral,8.0,4,46,1,3,8.0,type3,1.0,4,0.7516,-0.4537,2.0,3,8,4
2244,EID_12097,1,32.0,4,0,Springfield,Operarions,Conceptual,8.0,3,55,0,3,8.0,type2,4.0,1,-0.9612,-0.4537,2.0,2,7,3
2248,EID_6508,0,53.0,4,0,Washington,Marketing,Analytical,26.0,1,70,1,2,8.0,type2,4.0,3,-0.1048,-0.4537,3.0,3,5,5
2249,EID_10772,1,34.0,4,0,Washington,Quality,Behavioral,9.0,2,38,1,2,8.0,type3,3.0,3,0.7516,-0.4537,2.0,4,5,3
2250,EID_6076,1,54.0,4,1,Lebanon,Logistics,Behavioral,18.0,4,34,0,1,7.0,type2,2.0,3,-1.8176,-1.615,2.0,2,9,4
2251,EID_3045,0,,2,0,Franklin,Operarions,Conceptual,26.0,3,43,1,5,7.0,type2,3.0,3,-0.1048,0.7075,2.0,4,7,3
2255,EID_17157,0,21.0,3,1,Washington,R&D,Conceptual,2.0,2,38,2,2,7.0,type2,3.0,3,-1.8176,0.7075,2.0,3,7,4
2256,EID_11823,0,36.0,5,0,Franklin,Logistics,Directive,9.0,1,51,0,2,8.0,type2,3.0,3,-0.1048,1.8688,3.0,5,6,4
2258,EID_16143,1,29.0,2,1,Lebanon,Human Resource Management,Analytical,7.0,2,26,1,3,8.0,type2,3.0,3,-1.8176,-0.4537,2.0,2,8,3
2259,EID_19658,0,,3,1,Washington,Purchasing,Directive,9.0,4,37,1,5,9.0,type1,3.0,3,0.7516,0.7075,2.0,2,8,3
2262,EID_12776,0,33.0,2,1,Franklin,Sales,Directive,10.0,3,43,0,3,7.0,type3,2.0,3,-1.8176,-0.4537,2.0,3,8,3
2264,EID_11127,1,42.0,5,0,Springfield,Logistics,Directive,7.0,1,40,1,2,7.0,type3,2.0,3,,0.7075,3.0,4,7,1
2274,EID_14807,0,24.0,4,0,Washington,Sales,Behavioral,,4,25,0,5,9.0,type3,2.0,3,-0.9612,0.7075,2.0,2,5,3
2276,EID_10635,0,39.0,3,0,Lebanon,Human Resource Management,Behavioral,10.0,4,32,1,3,8.0,type2,1.0,3,0.7516,0.7075,2.0,3,8,3
2280,EID_7716,0,45.0,3,0,Franklin,Accounting and Finance,Directive,11.0,2,61,1,3,7.0,type2,3.0,3,0.7516,-0.4537,1.0,3,6,3
2281,EID_13041,0,28.0,3,1,Lebanon,Operarions,Analytical,5.0,1,71,1,5,8.0,type2,1.0,1,,-0.4537,2.0,2,7,2
2282,EID_1572,1,60.0,4,1,Franklin,R&D,Behavioral,28.0,2,22,0,4,7.0,type3,4.0,5,-0.9612,-0.4537,,3,8,2
2283,EID_2382,1,62.0,3,1,Lebanon,Logistics,Behavioral,33.0,1,23,1,3,8.0,type2,2.0,3,-1.8176,-1.615,2.0,2,8,3
2287,EID_2332,1,58.0,3,1,Springfield,IT,Conceptual,21.0,1,69,1,3,7.0,type0,4.0,1,-1.8176,-0.4537,2.0,3,8,3
2292,EID_2342,1,54.0,4,0,Franklin,Marketing,Analytical,,1,48,0,2,8.0,type2,4.0,1,0.7516,0.7075,2.0,2,8,5
2294,EID_6026,1,49.0,3,0,Washington,R&D,Conceptual,25.0,4,72,1,3,7.0,type4,4.0,2,-1.8176,0.7075,3.0,4,6,2
2295,EID_10107,1,,3,1,Springfield,Sales,Analytical,16.0,3,35,1,1,8.0,type2,4.0,4,-0.9612,-1.615,,4,6,5
2298,EID_10578,0,35.0,2,0,Lebanon,Sales,Analytical,12.0,2,23,0,2,7.0,type2,3.0,2,0.7516,0.7075,,3,8,3
2299,EID_3842,1,49.0,3,1,Clinton,Sales,Conceptual,19.0,2,37,0,5,8.0,type3,3.0,4,-0.1048,1.8688,1.0,1,7,2
2300,EID_10225,0,,3,1,Springfield,IT,Analytical,8.0,4,41,0,3,8.0,type2,1.0,3,0.7516,-2.7762,2.0,3,7,3
2304,EID_11262,1,,3,0,Lebanon,Purchasing,Directive,5.0,2,53,1,1,8.0,type2,3.0,4,-1.8176,-1.615,2.0,1,5,3
2309,EID_7387,0,42.0,1,0,Franklin,Sales,Analytical,20.0,4,50,1,3,8.0,type2,1.0,3,-0.1048,-0.4537,1.0,2,8,3
2311,EID_19754,1,,3,1,Franklin,IT,Behavioral,10.0,3,56,1,2,10.0,type2,2.0,3,-0.9612,0.7075,3.0,1,6,3
2312,EID_10859,1,34.0,3,1,Springfield,IT,Directive,5.0,3,62,1,1,9.0,type2,1.0,3,0.7516,0.7075,2.0,2,8,4
2316,EID_4502,1,57.0,1,1,Lebanon,Operarions,Directive,26.0,2,27,1,2,8.0,type2,3.0,2,1.6081,0.7075,,3,7,3
2319,EID_14056,0,25.0,3,0,Springfield,Sales,Directive,6.0,1,65,1,3,8.0,type3,4.0,5,-0.1048,1.8688,2.0,4,6,3
2320,EID_20697,0,28.0,4,1,Lebanon,Purchasing,Behavioral,5.0,2,71,1,1,7.0,type2,1.0,3,-0.1048,-0.4537,2.0,2,7,4
2325,EID_11857,1,35.0,3,1,Springfield,Logistics,Behavioral,10.0,1,48,1,3,10.0,type3,2.0,3,-0.9612,0.7075,1.0,1,5,4
2326,EID_25945,1,27.0,3,0,Washington,Accounting and Finance,Analytical,5.0,1,36,1,2,10.0,type2,1.0,3,0.7516,0.7075,1.0,3,7,1
2328,EID_22823,1,60.0,3,1,Franklin,IT,Behavioral,31.0,1,66,1,3,9.0,type2,3.0,3,-0.9612,1.8688,1.0,4,8,5
2330,EID_6702,1,47.0,3,1,Clinton,R&D,Conceptual,25.0,2,72,2,3,10.0,type0,1.0,3,-0.1048,0.7075,2.0,3,6,1
2336,EID_2688,0,53.0,4,1,Clinton,Logistics,Behavioral,17.0,3,68,0,5,9.0,type1,4.0,3,-1.8176,-0.4537,2.0,2,7,4
2338,EID_3636,1,50.0,4,1,Washington,Marketing,Directive,12.0,2,44,0,2,8.0,type3,1.0,3,-1.8176,-0.4537,2.0,3,7,5
2339,EID_14537,1,25.0,3,0,Lebanon,Purchasing,Behavioral,6.0,2,72,2,3,8.0,type2,2.0,4,1.6081,1.8688,,3,7,3
2345,EID_8010,0,41.0,5,1,Lebanon,Sales,Behavioral,16.0,4,59,0,3,10.0,type0,2.0,4,,-0.4537,2.0,3,5,5
2354,EID_22681,1,47.0,4,1,Franklin,IT,Behavioral,10.0,3,65,0,1,8.0,type3,2.0,3,1.6081,-0.4537,2.0,5,7,3
2357,EID_3516,1,58.0,3,1,Franklin,Sales,Conceptual,33.0,3,73,1,2,7.0,type3,1.0,4,-0.1048,-0.4537,,4,8,5
2361,EID_19264,0,19.0,3,1,Springfield,Sales,Directive,0.0,0,49,1,3,8.0,type2,3.0,3,0.7516,-0.4537,3.0,3,8,3
2363,EID_19440,1,52.0,3,1,Lebanon,Accounting and Finance,Conceptual,27.0,4,24,1,2,8.0,type3,2.0,3,,0.7075,1.0,2,6,3
2366,EID_19936,0,45.0,4,1,Lebanon,Operarions,Behavioral,11.0,2,63,0,1,8.0,type2,4.0,3,-0.9612,0.7075,2.0,3,7,3
2367,EID_13997,0,35.0,1,1,Lebanon,IT,Behavioral,13.0,3,50,1,3,7.0,type2,1.0,3,0.7516,-0.4537,2.0,2,8,4
2371,EID_15316,0,24.0,3,0,Franklin,Sales,Analytical,5.0,2,70,0,3,8.0,type2,5.0,3,-0.1048,0.7075,2.0,3,8,3
2372,EID_10721,0,34.0,3,0,Lebanon,Sales,Analytical,11.0,4,64,1,2,8.0,type2,1.0,2,1.6081,1.8688,2.0,3,7,3
2375,EID_7692,1,45.0,3,0,Washington,Human Resource Management,Behavioral,12.0,1,68,0,1,9.0,type0,4.0,3,0.7516,-0.4537,2.0,3,5,3
2376,EID_25004,1,25.0,4,1,Washington,IT,Behavioral,6.0,3,24,1,2,8.0,type2,2.0,3,0.7516,-0.4537,1.0,3,8,3
2380,EID_8179,0,49.0,5,1,Springfield,Operarions,Directive,19.0,1,52,0,2,7.0,type2,3.0,4,0.7516,-0.4537,2.0,2,7,3
2381,EID_23406,0,25.0,3,0,Springfield,IT,Directive,6.0,2,46,0,2,8.0,type2,1.0,4,-1.8176,-2.7762,2.0,2,5,2
2385,EID_15725,1,30.0,3,1,Springfield,Purchasing,Analytical,6.0,4,50,0,4,9.0,type2,3.0,3,-0.1048,0.7075,2.0,2,8,4
2394,EID_8717,0,43.0,4,1,Washington,Logistics,Conceptual,21.0,4,69,1,1,7.0,type3,1.0,4,-0.1048,-0.4537,2.0,3,7,5
2396,EID_22871,0,60.0,3,1,Washington,Purchasing,Conceptual,38.0,4,25,2,3,9.0,type3,2.0,3,-0.1048,1.8688,2.0,3,8,3
2398,EID_23649,1,54.0,3,1,Clinton,Human Resource Management,Behavioral,15.0,2,52,1,3,10.0,type3,1.0,3,-0.1048,0.7075,2.0,3,6,2
2399,EID_24748,1,37.0,1,1,Clinton,IT,Directive,11.0,2,30,0,4,7.0,type2,3.0,3,0.7516,-0.4537,2.0,2,8,2
2400,EID_25426,0,45.0,3,0,Clinton,R&D,Behavioral,17.0,2,38,2,2,9.0,type2,4.0,3,0.7516,0.7075,,3,6,4
2405,EID_25408,0,25.0,3,1,Franklin,IT,Behavioral,6.0,3,72,1,2,7.0,type2,3.0,3,-0.1048,-0.4537,2.0,2,6,3
2406,EID_15870,1,30.0,4,1,Clinton,R&D,Analytical,7.0,1,36,1,3,7.0,type3,2.0,2,0.7516,-1.615,,3,8,2
2409,EID_1937,1,59.0,3,1,Lebanon,R&D,Directive,35.0,2,38,0,1,7.0,type2,2.0,3,0.7516,0.7075,2.0,3,9,4
2415,EID_25273,1,32.0,3,1,Lebanon,Accounting and Finance,Directive,5.0,3,24,2,3,10.0,type3,2.0,4,0.7516,-1.615,1.0,3,8,5
2417,EID_21475,1,30.0,3,1,Springfield,R&D,Behavioral,7.0,2,54,0,2,7.0,type2,3.0,5,-0.1048,-0.4537,1.0,1,7,3
2419,EID_23627,1,28.0,4,1,Springfield,IT,Analytical,5.0,2,20,0,3,9.0,type2,3.0,3,1.6081,-0.4537,3.0,3,8,3
2422,EID_21031,1,45.0,3,0,Lebanon,Human Resource Management,Behavioral,14.0,3,71,0,3,10.0,type2,1.0,3,,0.7075,2.0,3,5,3
2426,EID_20792,1,37.0,4,1,Washington,IT,Analytical,15.0,4,29,0,4,8.0,type2,4.0,3,-0.9612,0.7075,1.0,1,8,5
2427,EID_2652,0,53.0,2,1,Springfield,Purchasing,Behavioral,19.0,3,30,0,3,9.0,type3,4.0,4,0.7516,0.7075,2.0,3,7,3
2437,EID_18753,0,20.0,5,1,Springfield,Operarions,Directive,1.0,1,39,2,3,9.0,type3,1.0,4,-0.1048,0.7075,2.0,3,8,3
2438,EID_16805,1,24.0,3,1,Washington,R&D,Behavioral,5.0,3,41,1,4,8.0,type2,3.0,3,0.7516,-0.4537,2.0,2,9,4
2441,EID_12616,0,32.0,3,1,Lebanon,Operarions,Analytical,4.0,4,60,0,2,7.0,type3,1.0,1,-0.1048,-0.4537,2.0,1,7,3
2442,EID_6090,1,45.0,3,0,Franklin,Logistics,Directive,19.0,3,63,0,3,7.0,type2,2.0,3,-0.9612,0.7075,2.0,3,8,4
2443,EID_3303,0,55.0,4,0,Springfield,IT,Behavioral,29.0,3,59,1,4,8.0,type2,4.0,1,-0.1048,1.8688,2.0,3,8,2
2444,EID_9435,0,38.0,4,0,Lebanon,Quality,Directive,10.0,1,66,2,1,8.0,type4,3.0,3,-0.9612,-0.4537,1.0,3,6,3
2445,EID_1838,1,59.0,3,0,Springfield,Logistics,Behavioral,36.0,4,29,0,4,9.0,type2,3.0,2,0.7516,1.8688,1.0,4,8,5
2448,EID_8456,1,62.0,2,0,Lebanon,Human Resource Management,Conceptual,37.0,3,65,1,2,7.0,type3,1.0,3,,-0.4537,2.0,3,8,3
2452,EID_23648,1,45.0,4,1,Lebanon,Marketing,Analytical,22.0,4,63,1,1,10.0,type3,,4,-0.9612,-2.7762,2.0,3,7,3
2459,EID_12802,1,38.0,4,1,Franklin,Sales,Analytical,10.0,3,68,1,3,8.0,type2,2.0,1,0.7516,0.7075,,3,7,2
2460,EID_15986,0,23.0,3,0,Lebanon,Marketing,Directive,4.0,4,38,1,2,8.0,type2,2.0,3,-1.8176,-1.615,2.0,4,7,3
2466,EID_13101,0,28.0,4,1,Lebanon,IT,Analytical,6.0,2,54,2,1,10.0,type3,3.0,1,-0.1048,-0.4537,2.0,4,9,3
2468,EID_18490,1,20.0,4,1,Franklin,Purchasing,Conceptual,1.0,1,36,2,1,9.0,type2,3.0,3,-0.1048,-0.4537,,3,8,3
2469,EID_25693,0,35.0,4,1,Clinton,Accounting and Finance,Behavioral,11.0,1,32,0,3,7.0,type4,2.0,2,0.7516,1.8688,2.0,3,9,5
2470,EID_20514,0,31.0,4,1,Franklin,IT,Behavioral,4.0,2,35,1,2,7.0,type4,3.0,3,0.7516,1.8688,,1,8,5
2477,EID_3156,0,55.0,4,1,Lebanon,Logistics,Directive,18.0,4,62,1,2,7.0,type3,1.0,3,,0.7075,2.0,2,9,1
2479,EID_17514,0,26.0,4,0,Franklin,Sales,Conceptual,3.0,3,55,1,2,7.0,type2,3.0,4,0.7516,0.7075,1.0,4,8,4
2483,EID_24727,0,26.0,4,1,Franklin,Purchasing,Conceptual,3.0,3,23,1,2,7.0,type2,4.0,4,0.7516,-1.615,2.0,3,7,4
2484,EID_6356,1,48.0,4,1,Springfield,Logistics,Directive,10.0,3,39,1,4,8.0,type3,1.0,3,-1.8176,-0.4537,2.0,4,8,1
